audiofile,segment_index,start_time_sec,end_time_sec,rms,zero_crossing_rate,spectral_centroid,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20
recording_2024-09-09-15-00-48.wav,0,0.0,0.5,0.003634348,0.033541666666666664,2512.8755963170097,0.0004650198504167337,-247.6403049501152,159.804110976545,1.0409888311340563,32.52814941278421,-6.3742249138638165,17.269260215836216,-11.042316645144195,5.0892726091192575,-5.322823204624568,0.725718052993894,0.07624301346210002,-1.9074694202757152,-1.5741290407291553,-0.32861132699847695,-4.070516764950087,0.8517114396936997,-12.323211162151921,2.276092199163988,-2.9544159265774717,-7.433561387452775,13.912538655946594,11.95703041421436,-2.5363203296064767,-2.7802515279000866,-2.3022059842235287,-2.312922653354511,-0.0744930811471887,1.339239344300837,3.2372055476604458,0.5263665287636017,-2.3682016843269538,-2.426942977526711,-0.7685141111153004,0.820521931563132,0.6944240407963621,-1.0292556683903191,-0.014631960205142468,-0.9689968196503093,1.1634905999524845,1.5884623763308094,-0.5870298251532406,-0.4326419350192458,0.2280085968071924,-0.20503465924268455,-0.01176116999812606,0.055242766729008165,-0.2737730770456734,-0.43227482815646706,-0.4445784939568807,-0.15296170733853542,0.13822179918993593,0.2124528960248014,-0.07108823890019582,-0.09650338078657256,-0.20942254180263387,-0.07741336224609782,-0.04964444455645725,0.10202901743099169,-0.07874535131721078,-0.12113044061289799
recording_2024-09-09-15-00-48.wav,1,0.5,1.0,0.0047917017,0.04666666666666667,3511.918210730641,0.0009249850809807833,-195.25843121041754,137.29262525790045,14.684415380384468,44.560381893300146,-19.469078122676635,15.82013700282642,-17.644965300460186,13.499206325306954,-19.648523642883642,2.560465466143299,-0.7927980523292244,-0.8635171399949284,-9.70322943032739,5.111843623867315,-11.210280744430065,-3.300894363781695,-14.823323050755732,2.616786362686324,-5.373755784648571,0.009935952268669501,13.912538655946594,11.95703041421436,-2.5363203296064767,-2.7802515279000866,-2.3022059842235287,-2.312922653354511,-0.0744930811471887,1.339239344300837,3.2372055476604458,0.5263665287636017,-2.3682016843269538,-2.426942977526711,-0.7685141111153004,0.820521931563132,0.6944240407963621,-1.0292556683903191,-0.014631960205142468,-0.9689968196503093,1.1634905999524845,1.5884623763308094,-0.5870298251532406,-0.4326419350192458,0.2280085968071924,-0.20503465924268455,-0.01176116999812606,0.055242766729008165,-0.2737730770456734,-0.43227482815646706,-0.4445784939568807,-0.15296170733853542,0.13822179918993593,0.2124528960248014,-0.07108823890019582,-0.09650338078657256,-0.20942254180263387,-0.07741336224609782,-0.04964444455645725,0.10202901743099169,-0.07874535131721078,-0.12113044061289799
recording_2024-09-09-15-00-48.wav,2,1.0,1.5,0.012762455,0.07808333333333334,4140.879640211189,0.00268720172239814,-138.55665480000565,128.2503907151211,-25.73099491434764,35.576293319038186,-25.543167396478633,15.142973793849535,-24.069336501303262,19.06738479956225,-4.822970297520935,5.421275055718093,-6.166315757067101,7.952380041334909,-7.88941945744752,0.47053007356810417,-7.055419868306224,8.957778464092712,-0.6281366813937374,2.0902195798971697,-13.505905973515453,-3.9626178361758155,13.912538655946594,11.95703041421436,-2.5363203296064767,-2.7802515279000866,-2.3022059842235287,-2.312922653354511,-0.0744930811471887,1.339239344300837,3.2372055476604458,0.5263665287636017,-2.3682016843269538,-2.426942977526711,-0.7685141111153004,0.820521931563132,0.6944240407963621,-1.0292556683903191,-0.014631960205142468,-0.9689968196503093,1.1634905999524845,1.5884623763308094,-0.5870298251532406,-0.4326419350192458,0.2280085968071924,-0.20503465924268455,-0.01176116999812606,0.055242766729008165,-0.2737730770456734,-0.43227482815646706,-0.4445784939568807,-0.15296170733853542,0.13822179918993593,0.2124528960248014,-0.07108823890019582,-0.09650338078657256,-0.20942254180263387,-0.07741336224609782,-0.04964444455645725,0.10202901743099169,-0.07874535131721078,-0.12113044061289799
recording_2024-09-09-15-00-48.wav,3,1.5,2.0,0.040833984,0.08220833333333333,4396.717457040758,0.0023977981455999466,-196.86788944470214,121.39677450042238,0.21746884982262893,41.94377297360208,-19.674867939846884,28.18379264787753,-12.568586071650369,21.66796444567989,-5.38860459133412,5.752306588148194,-1.0286257605451783,3.7806533917623346,-2.4701747140348562,0.5674006823913348,-4.198137567894788,7.552616482024451,-6.173300549565299,0.2987913935190899,-8.118228320284022,2.672209464006074,13.912538655946594,11.95703041421436,-2.5363203296064767,-2.7802515279000866,-2.3022059842235287,-2.312922653354511,-0.0744930811471887,1.339239344300837,3.2372055476604458,0.5263665287636017,-2.3682016843269538,-2.426942977526711,-0.7685141111153004,0.820521931563132,0.6944240407963621,-1.0292556683903191,-0.014631960205142468,-0.9689968196503093,1.1634905999524845,1.5884623763308094,-0.5870298251532406,-0.4326419350192458,0.2280085968071924,-0.20503465924268455,-0.01176116999812606,0.055242766729008165,-0.2737730770456734,-0.43227482815646706,-0.4445784939568807,-0.15296170733853542,0.13822179918993593,0.2124528960248014,-0.07108823890019582,-0.09650338078657256,-0.20942254180263387,-0.07741336224609782,-0.04964444455645725,0.10202901743099169,-0.07874535131721078,-0.12113044061289799
recording_2024-09-09-15-00-48.wav,4,2.0,2.5,0.013820727,0.06354166666666666,2301.839805124135,0.00014582335290812547,-136.44147927946253,164.74179947640957,-3.454308168108591,50.46840584326033,-28.556504797741077,18.238000910268443,-1.2016437415162247,25.80380790595692,2.5082464719565,12.602647606344439,-10.894769781481703,-1.6914378710004514,1.0405261058876256,6.115655896864742,-0.044448968338594574,7.637077050335982,-8.012766819406938,-2.069678739036589,-6.713635115037601,-1.003595795278991,13.912538655946591,11.957030414214373,-2.536320329606477,-2.7802515279000852,-2.302205984223529,-2.312922653354513,-0.07449308114718864,1.3392393443008375,3.2372055476604493,0.5263665287636018,-2.3682016843269547,-2.426942977526713,-0.7685141111153004,0.8205219315631325,0.6944240407963629,-1.0292556683903198,-0.01463196020514313,-0.9689968196503098,1.1634905999524858,1.58846237633081,-0.5870298251532404,-0.43264193501924547,0.22800859680719227,-0.20503465924268466,-0.011761169998125995,0.05524276672900812,-0.27377307704567355,-0.4322748281564671,-0.4445784939568808,-0.1529617073385355,0.13822179918993605,0.21245289602480144,-0.07108823890019582,-0.0965033807865726,-0.209422541802634,-0.07741336224609788,-0.04964444455645727,0.10202901743099181,-0.07874535131721076,-0.121130440612898
recording_2024-09-09-15-00-48.wav,5,2.5,3.0,0.012048719,0.051416666666666666,1644.9435584554483,8.278550458813404e-05,-125.69461300595414,201.87552609434974,-19.949668802436747,39.66252550086133,-20.196755152660508,8.949070346298933,-1.0550708726469058,29.513776410910296,4.320513474549955,10.883324045146217,-10.65867390998313,-13.505217756958185,-5.259124910051585,1.359589983082689,-0.32969387129584254,3.3630928529857087,-10.748654880811264,-2.6396532162606627,-3.009205491918645,-1.9712225881572472,14.185796252807517,14.283334625533335,-2.7320479163941647,-3.8414001719979645,-1.7903087069840196,-2.4657217982731225,-0.38314169824718686,-0.02017060872632302,2.8605721801880946,0.2606308002546339,-2.3060281199757795,-2.251385521420102,-0.8867588189033124,0.5077285715818267,0.5384956575343285,-1.4062355536953723,-0.40360654372820726,-0.9130163128151086,1.2117535954430736,1.4154733188779187,-2.061947731614494,-1.208532335353988,0.38532096183786996,-0.07448971529391073,0.1700886108784592,0.16195059943862447,-0.19055498072160365,-0.5737729167053492,-0.585737539609106,-0.19688572715880756,0.2906862393580646,0.36300243947298905,0.00615738456878496,-0.15618332058799073,-0.2361870857179706,-0.008773965773861364,-0.0005143883049079352,0.11499939987800227,-0.13960207394254914,-0.21065527432327516
recording_2024-09-09-15-00-48.wav,6,3.0,3.5,0.01899606,0.027291666666666665,1420.2516966652067,5.419711620289061e-05,-177.74954348230992,213.22519391155845,-18.8478319212187,23.07738583517318,-17.513058690717134,9.65683865816954,-5.459242010148052,22.166252068737045,25.071049161662835,5.836916224738706,-9.509190929527405,-13.63095968084395,-7.112559855008493,3.0796191540704525,4.419929347689181,-1.2393176483738242,-11.51383116633244,-7.1668785768104675,-2.2047154368337796,0.9952211891500924,13.888205197953626,13.801292553179138,-0.9062153503713377,-3.6264328846385907,-2.6082074049821924,-2.4748537267002013,-0.6797410598797178,-0.9096167316006988,0.9543152260070206,-0.1325741148078516,-1.7939442316716943,-2.549587476406469,-1.2016081772159182,0.7090228969609221,-0.2780497829490213,-2.0666416093032107,-0.9579311296381832,-0.4627862355211643,1.2127335005617657,1.2654685226095215,-3.134274596103613,-1.7730221086576,0.48567028236037824,0.04279081853211275,0.3070041978364668,0.23941558011284092,-0.10645403878088325,-0.6414443426573618,-0.6550661022978561,-0.21741622186739296,0.3945684603114892,0.4609306163390492,0.07058869931238168,-0.19313540559255904,-0.23916785598939294,0.05126564743303214,0.04304158267076022,0.1163539918238933,-0.18007526164068458,-0.2680284903005101
recording_2024-09-09-15-00-48.wav,7,3.5,4.0,0.03584033,0.027666666666666666,1419.8215756347645,5.707255292605775e-05,-137.15276283739908,219.6343959860825,-14.21255845079627,17.541066047351208,-26.137546996448695,1.9845466477811693,-14.343460597393076,20.964603319416327,6.044804754575418,-0.5017726847302578,-13.418163051454805,-11.115055259813854,-8.571064032205694,6.538085822477885,-4.828296227045658,-4.130909802067764,-7.294204612943532,-5.601939256303518,1.0645756882515498,5.239906215887623,15.85611954799687,10.517203733934561,-1.9603082156652099,-4.199316157433717,-3.0273460230831013,-2.3819709719718465,-2.3315415594029907,-1.0623837966893837,0.5285032423953434,-0.09686190860831444,-1.9490804283222352,-1.0708786182977976,-1.5195107777249637,0.2765478752704358,-0.7364228122455878,-1.396405614490975,-0.42253483290831273,-0.23283346048157016,0.6823567912612404,0.6416507595799941,-3.8040104186205994,-2.1261112549300805,0.5290565583747171,0.14680694223538585,0.3989855908758968,0.2876377087516576,-0.02147025122351231,-0.6352891060125053,-0.6525641820231314,-0.21455319146429172,0.44986846205020986,0.5062374266229819,0.12220570533059433,-0.20735963580027766,-0.2183648526169011,0.10270547737458265,0.08102346837054716,0.10609279326866493,-0.20016491441161718,-0.293250088544603
recording_2024-09-09-15-00-48.wav,8,4.0,4.5,0.019491637,0.03745833333333334,1516.032701491062,6.15822442448087e-05,-80.7283511592151,214.79614964692348,-13.730882823077167,17.908628988862333,-39.79054557156505,0.5038613250371139,-26.81926743498083,16.067928402154788,6.590974466124955,9.427319648843275,-21.89880887850839,-15.509822845042645,-13.642157008265261,9.406944132066567,-5.145430073190392,-7.81868304395359,-11.602843568307375,-0.7316556505495161,2.7413434926025393,11.152835060173032,3.5932579393915365,5.043564276823395,-0.3143210558751911,-4.103095104996411,-1.9097421139812847,-1.3133295905538893,-2.108516734499176,-1.8793851960959458,-0.16434163004913752,-0.9047334993725249,-0.911887755896876,-0.2397649211631482,-1.0254819846636782,-0.08510038071950322,-0.8485599387734851,-1.302155700723586,0.11552175657266288,-0.2577844963353594,0.3064734875354683,0.6863586709243179,-4.071155199165452,-2.2677997741714293,0.5154797898808865,0.23755865581590851,0.4460327899967491,0.30661698535507437,0.06439638195050912,-0.5553072067707796,-0.5782317787849319,-0.18829663594950394,0.45658624457422664,0.49892287032478727,0.1610084026234229,-0.1988560112111466,-0.17377807560049505,0.14554552405079013,0.1134312687944529,0.0842158042123171,-0.1998710322553469,-0.2863200690555536
recording_2024-09-09-15-00-48.wav,9,4.5,5.0,0.035910416,0.03158333333333333,1445.6183656154346,5.448548399466225e-05,-45.373262401837415,225.3936660904314,-24.23299284539388,19.239236026109808,-35.16769709457719,5.058557943411814,-19.3778057438805,16.707309014904457,3.3421951418219953,8.283866506959582,-17.735476078418706,-6.604913018264318,-13.601342401454318,3.799128269376164,-5.366353477183524,-3.751219721453989,-11.21067292307312,-4.737386622350515,-5.1015208764097055,8.121893441127765,-10.242923862381414,-0.7270072076535286,0.8814623408836896,-1.984386920535062,0.39384565089112805,-0.5583515312305211,-0.1274638181462188,-3.0903604115113175,-1.0726234301480455,-0.8772449779375945,0.5467314685552811,0.7303390174009337,0.00034441240774345873,-0.5431493562478509,-0.7326023778384898,-0.5132686724697387,0.31981315634772967,-0.27204938958314395,-0.059521495679687716,-0.34063468765771876,-3.9357089377381715,-2.1980876663816447,0.4449399768788864,0.3150459592736809,0.44814579519902376,0.2963534099230911,0.15114586074118108,-0.40149864493218446,-0.43206889258325726,-0.13864655532302952,0.41472180788353935,0.438986947444465,0.18699679119086746,-0.16762453182516576,-0.10540752494017475,0.17978578746165452,0.14026498394247736,0.050723024654849826,-0.17919361517187363,-0.24723843183336217
