audiofile,segment_index,start_time_sec,end_time_sec,rms,zero_crossing_rate,spectral_centroid,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20
recording_2024-08-30-12-00-40.wav,0,0.0,0.5,0.003170851,0.028,1783.0152331205852,0.00012126873730782544,-260.2723903430393,166.09974705859054,-5.833500002246752,25.666176484415118,17.46484743299445,-8.998209070479717,5.39227545201928,6.699500577837647,-3.4237522432898952,-4.11798507348975,5.344375936956007,-4.089537970620807,-10.194413097595202,-0.5245762006260074,-3.1215769239548488,-2.9750021725042504,-1.8030689931239183,-3.542207060120175,-2.16787932956235,-6.910978747923711,23.532887908064403,-6.1811853810373885,-1.9538514973126893,1.931497650253546,-3.0618266544664507,3.0851391394547627,-2.082746285767533,-0.7096551733865396,0.04772817496820064,1.9906349000566657,-1.5777386825242241,0.5019163764508153,1.3164806638041775,0.40555577328383485,1.0999344752004874,1.869759503335158,-0.7148578954919844,2.3917176830985767,-0.528888687000349,0.28723878672367603,-4.7552357581557,0.5630512427459958,0.8952257878512914,-0.6321309387169037,0.6124163573971088,-0.3549370919061172,0.1524087962322924,0.19110296336982102,-0.12057357690948839,-0.27717104170337636,0.12087351289040409,-0.08228257097222448,-0.20852247614309846,-0.02064141042128803,-0.17423229162173354,-0.23062614449855834,0.03332978410638354,-0.37834292399599406,0.09889382270793048,-0.07004310592164853
recording_2024-08-30-12-00-40.wav,1,0.5,1.0,0.0034514752,0.03216666666666667,2004.0195981271213,0.0002188394472798129,-253.57500262798462,163.49283045200065,-5.388171404440829,30.052992163873775,14.49781005345429,-5.924080461396226,3.3581373245816097,3.8554735858623377,-2.7477648921865097,-6.097630837050293,4.590798885549716,-0.48136815416934364,-7.16688056811347,-1.038784986082731,-1.7125969406727157,-5.445002080513564,-2.4138476847350603,0.8582146631365848,0.04684438190320317,-5.149417487868655,23.532887908064403,-6.1811853810373885,-1.9538514973126893,1.931497650253546,-3.0618266544664507,3.0851391394547627,-2.082746285767533,-0.7096551733865396,0.04772817496820064,1.9906349000566657,-1.5777386825242241,0.5019163764508153,1.3164806638041775,0.40555577328383485,1.0999344752004874,1.869759503335158,-0.7148578954919844,2.3917176830985767,-0.528888687000349,0.28723878672367603,-4.7552357581557,0.5630512427459958,0.8952257878512914,-0.6321309387169037,0.6124163573971088,-0.3549370919061172,0.1524087962322924,0.19110296336982102,-0.12057357690948839,-0.27717104170337636,0.12087351289040409,-0.08228257097222448,-0.20852247614309846,-0.02064141042128803,-0.17423229162173354,-0.23062614449855834,0.03332978410638354,-0.37834292399599406,0.09889382270793048,-0.07004310592164853
recording_2024-08-30-12-00-40.wav,2,1.0,1.5,0.0030999074,0.029916666666666668,1752.4166837005914,0.0001248385237173381,-265.622052929525,167.19507749677805,-5.767225550575931,22.489520279599002,20.656937132882202,-9.145111720323643,6.795020083167069,7.530662676964563,-5.263755950809753,-6.121396597224733,-0.7833410953475057,-4.439425603359455,-6.434605754152679,1.390880024955105,-2.3004339222669143,-5.849156136504032,-3.0491286081141578,-3.450312241424613,-2.122294027267251,-5.620556186670726,23.532887908064403,-6.1811853810373885,-1.9538514973126893,1.931497650253546,-3.0618266544664507,3.0851391394547627,-2.082746285767533,-0.7096551733865396,0.04772817496820064,1.9906349000566657,-1.5777386825242241,0.5019163764508153,1.3164806638041775,0.40555577328383485,1.0999344752004874,1.869759503335158,-0.7148578954919844,2.3917176830985767,-0.528888687000349,0.28723878672367603,-4.7552357581557,0.5630512427459958,0.8952257878512914,-0.6321309387169037,0.6124163573971088,-0.3549370919061172,0.1524087962322924,0.19110296336982102,-0.12057357690948839,-0.27717104170337636,0.12087351289040409,-0.08228257097222448,-0.20852247614309846,-0.02064141042128803,-0.17423229162173354,-0.23062614449855834,0.03332978410638354,-0.37834292399599406,0.09889382270793048,-0.07004310592164853
recording_2024-08-30-12-00-40.wav,3,1.5,2.0,0.0029579734,0.035458333333333335,3127.5941807013573,0.0009347445752520713,-238.34004827365726,138.54663156563288,-2.522229169588801,33.516355727083436,-5.751576697112247,10.08629190194789,-1.5717351693042485,2.0762692469211936,1.0857926459783214,-6.609678033443046,3.176199883454429,-2.98693355401838,-7.4918593670100675,-3.709816860784292,-0.896780446507419,-8.973427483977614,-4.140020996413032,-0.5872286425747444,-4.956427052937932,-3.4922949349116235,23.532887908064403,-6.1811853810373885,-1.9538514973126893,1.931497650253546,-3.0618266544664507,3.0851391394547627,-2.082746285767533,-0.7096551733865396,0.04772817496820064,1.9906349000566657,-1.5777386825242241,0.5019163764508153,1.3164806638041775,0.40555577328383485,1.0999344752004874,1.869759503335158,-0.7148578954919844,2.3917176830985767,-0.528888687000349,0.28723878672367603,-4.7552357581557,0.5630512427459958,0.8952257878512914,-0.6321309387169037,0.6124163573971088,-0.3549370919061172,0.1524087962322924,0.19110296336982102,-0.12057357690948839,-0.27717104170337636,0.12087351289040409,-0.08228257097222448,-0.20852247614309846,-0.02064141042128803,-0.17423229162173354,-0.23062614449855834,0.03332978410638354,-0.37834292399599406,0.09889382270793048,-0.07004310592164853
recording_2024-08-30-12-00-40.wav,4,2.0,2.5,0.0025876209,0.036291666666666667,2363.0625845278005,0.000365121043185462,-258.6207734295486,148.7686134401559,-9.137629000660109,30.897318753863274,8.289913027927547,-1.7807328437956333,2.103508919420088,3.9173889773450004,-0.12582877262227363,-6.01446065385703,5.9038820169182475,-2.990563605158184,-3.7514128506489275,-3.264990107332592,-4.977590624998943,-3.5303166519299833,-7.444980567085019,-1.0340251680544466,-5.3663602711160365,-8.589585931802295,23.532887908064414,-6.181185381037391,-1.9538514973126906,1.9314976502535475,-3.061826654466452,3.085139139454765,-2.082746285767534,-0.7096551733865398,0.04772817496820067,1.990634900056666,-1.577738682524225,0.5019163764508153,1.3164806638041784,0.40555577328383513,1.0999344752004885,1.869759503335159,-0.7148578954919849,2.391717683098578,-0.5288886870003491,0.28723878672367587,-4.7552357581557025,0.5630512427459963,0.8952257878512918,-0.6321309387169041,0.6124163573971092,-0.35493709190611744,0.15240879623229245,0.19110296336982116,-0.12057357690948847,-0.2771710417033765,0.1208735128904042,-0.08228257097222458,-0.20852247614309868,-0.02064141042128803,-0.17423229162173365,-0.2306261444985585,0.03332978410638353,-0.3783429239959943,0.09889382270793055,-0.07004310592164859
recording_2024-08-30-12-00-40.wav,5,2.5,3.0,0.002723908,0.029958333333333333,1775.1197810448111,0.0001382062687511012,-275.64772369495273,162.48873926642318,-4.542288774268067,19.999902553060178,21.163854270909148,-8.683214499993,4.563750412836043,6.229173498574131,-6.956401237007271,-6.478029958031662,2.0772074972614343,-1.729491536589114,-7.661283157487876,-1.984514858239753,-3.3372487540680256,-5.670254387764612,-2.0792705427705833,-1.6135931872215155,-2.5933927971447517,-6.954863496482647,14.078089145771619,-6.604663871141528,1.5190605751991657,-0.44037285872804416,-1.6798536958200947,3.327129195213782,-2.6583970538928665,0.20771567300481616,-0.5007454931287995,1.915387614184932,-1.432290197439366,0.3423660034937245,0.5779291146395754,0.3645508161875994,0.5630238047469381,1.7104260700596339,-1.3055347291225432,1.721762947888118,-0.48379925394861484,0.15858492954465725,-6.118600697783464,0.824895155364239,1.0182470174443659,-0.688808220934097,0.7057854220694983,-0.49640769086673914,0.24298997838270953,0.18770267017536332,-0.10873628464016222,-0.40746578843045306,0.20688116230028664,-0.09251510077847495,-0.22463665680409634,-0.05415209717499332,-0.22378602292722055,-0.2937835719721236,0.12140102049984089,-0.49350569655470783,0.12424361946610277,-0.0996579554577565
recording_2024-08-30-12-00-40.wav,6,3.0,3.5,0.038015194,0.0825,6147.198506320698,0.03588999293934098,-51.742429282281655,85.5392775410954,-15.210779265562525,45.898223049045356,-14.117755266780488,19.76520373929649,-26.515611341170686,7.985268795969773,-11.885433097949917,23.2169311850413,-3.8966643100709675,9.39129840992515,-7.95416891809037,3.6096471126192897,-10.06734458673695,13.792557914302108,-6.9768629910074775,13.191961628112512,-14.227457544671475,7.089723069518852,1.758569978401877,-3.1111529991639055,2.952402763383606,-1.71648568807332,-0.11590152135175895,1.6196223215125576,-1.580964717504394,0.08256014442075517,-0.5943674837255954,0.8776704276148494,-0.9528541143039941,0.10523080928989587,0.25229057906561425,0.19574778626230915,0.5436723555258195,1.0450883554333201,-0.8959399395363636,0.8998267792941101,-0.028927036088346344,-0.0708504367656843,-7.564053560900941,1.3107138257313085,1.0285351417202577,-0.7896793329313614,0.8208147658890613,-0.7179267515836837,0.43446925728576347,0.17392996275567615,-0.06111961602406077,-0.5668299943028422,0.3088736714359545,-0.11894224678203753,-0.260571728359571,-0.10242676795342144,-0.26431669312360034,-0.412041620400256,0.22869534159346244,-0.6135267819941649,0.16007883945098023,-0.13814703848165455
recording_2024-08-30-12-00-40.wav,7,3.5,4.0,0.05862596,0.07779166666666666,4596.461100169796,0.011515603828251923,89.33008978648175,105.14093290591714,-44.848977129648624,50.93287492438152,-9.631733413432958,37.188733066978855,-12.100544876976437,3.3075826655704255,12.381835836353453,35.55950176522899,-8.822181270655738,-8.338881041738638,8.873662804049058,5.638279057046486,11.348072317875582,8.323660316370523,-15.670715721944426,16.752033970915363,-8.293867022976226,-1.4359962261558257,-9.48563676945676,0.5802406195592115,3.22400354163826,-2.9173954064028975,1.7584875139152338,-0.5686317149434279,-0.32706116836552085,0.12989642706993926,-0.6408903998485109,-0.239694316001419,-0.6854182907032859,-0.22597518528418883,-0.0702049526185909,0.3424101492423279,0.37701836855159143,0.136670054555508,-0.6242037621673698,-0.10986076563931466,0.37648610018299955,-0.6211371653193768,-6.303802350686277,1.5518530281131833,0.9100866702569476,-0.6782090814377209,0.4661352572563388,-0.80345584413823,0.37941740960648024,0.2160508994451681,-0.07333119173978926,-0.5595650811819509,0.300610813892669,-0.06463562682172588,-0.3143269356382765,-0.14029901281730003,-0.36150359991378095,-0.3848042375602276,0.3323380099330844,-0.5537469351429938,0.12615745686767396,-0.03870288580597306
recording_2024-08-30-12-00-40.wav,8,4.0,4.5,0.0031501385,0.05975,2306.7565502383272,0.00028033631394036395,-262.0707840012208,151.98826255523608,-0.3188764093681476,30.65349107662015,0.29309367398911523,-4.818513254264419,0.8665371333086191,-4.799937955157353,-8.733643120855376,-20.203386934335086,-6.430559479843293,2.102619830818772,-1.6754731400661305,-0.989746678183621,8.07551066926642,4.098243280403744,-1.1346068195606176,12.348647906917531,1.6161471138458054,-10.87696038105523,-9.780896300725786,-4.235632808705603,4.269788892767363,-1.496837341598849,0.6907272739849869,1.1736717966929928,-1.2203562724348918,0.9017752063169318,-0.7862453011904442,0.08111024423842442,-0.7826806884151948,0.05182685998843258,-0.054609336364793405,0.2584490677804664,-0.5590040916881236,0.1623533547113188,-0.044691503459863155,-0.49380820458307056,0.014234379512162824,0.12908223797067206,-4.52659472206351,1.6079709803446385,0.682215925315685,-0.4907940753852161,0.10165247040855069,-0.7985076431781417,0.3025205733642915,0.2216810118919998,-0.06872689272046807,-0.49928892910632344,0.26531906578822545,-0.010164073455498631,-0.32144761124470517,-0.16006628009684953,-0.4053653511443278,-0.32324555867777327,0.3965547640074488,-0.4432668308225985,0.08351743157985252,0.0507119277432825
recording_2024-08-30-12-00-40.wav,9,4.5,5.0,0.002296292,0.04325,5985.94536188945,0.003771738151782075,-260.62177220452486,108.33816689565722,35.993136913896336,4.865935512742688,12.114882642160055,21.800203888977556,-19.652271352433758,14.586532491045208,-10.364652425439939,4.802238269495843,-4.208813128866544,-0.6719039373078521,-9.199365377753956,-0.17775997981805708,-5.899186204875645,-0.22842313403198528,-17.784441994242048,2.609310764414946,-6.129980979752803,-3.7763170036186047,-21.30794258091869,0.5848564244106823,4.836632387143205,-2.492932056958672,1.5639008627679287,-0.734111084790348,-0.08797707079316275,0.27948246478624306,-0.45300278543344386,-1.295802708396952,0.3268039184327753,-0.08512582522178956,-0.06536135873451311,-0.21237084643740342,-0.5121283602982466,-0.18372695341353107,0.6034760623303252,-1.2229613991407418,0.3497454987871332,-0.5453028516840519,-2.232430675032641,1.479067682425673,0.34492290689646976,-0.22743431477384682,-0.27263359465430337,-0.7030821487034191,0.2037787485591969,0.19082030009617137,-0.047306718966097144,-0.38600153807595944,0.20299842712262361,0.04447241331664422,-0.28193375517885694,-0.1617285697920699,-0.3959019468152408,-0.2273655837528931,0.4213456038165559,-0.2820864690329788,0.03215876358751593,0.13009740216611218
