username,audiofile,label,segment_index,start_time_sec,end_time_sec,embedding_x,embedding_y
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,96.0,96.0,97.0,14.693171,9.064675
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,97.0,97.0,98.0,14.732421,9.005993
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,98.0,98.0,99.0,14.775755,9.048057
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,99.0,99.0,100.0,12.808031,8.566122
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,100.0,100.0,101.0,13.253538,8.738169
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,101.0,101.0,102.0,11.998959,8.327886
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,102.0,102.0,103.0,13.444181,8.791174
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,103.0,103.0,104.0,11.747042,8.416117
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,104.0,104.0,105.0,11.691203,8.203333
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,105.0,105.0,106.0,12.391099,8.670208
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,106.0,106.0,107.0,11.965139,8.309201
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,107.0,107.0,108.0,11.878994,8.099516
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,108.0,108.0,109.0,13.378266,8.81501
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,109.0,109.0,110.0,11.587727,8.552475
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,110.0,110.0,111.0,11.864544,8.477938
dummyuser1,345802__kb7clx__early-morning-birds1-05-13-2016.mp4,1.0,111.0,111.0,112.0,11.74112,8.435129
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,0.0,0.0,1.0,3.629652,15.5713825
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,1.0,1.0,2.0,3.6148639,15.551269
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,2.0,2.0,3.0,0.2997381,10.500435
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,3.0,3.0,4.0,-0.061832577,9.884473
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,4.0,4.0,5.0,3.0748992,12.967108
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,5.0,5.0,6.0,1.2481731,11.84755
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,6.0,6.0,7.0,1.2035302,11.799382
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,7.0,7.0,8.0,1.1664089,11.758102
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,8.0,8.0,9.0,0.15093647,10.238488
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,9.0,9.0,10.0,3.22432,13.061669
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,10.0,10.0,11.0,-0.022554485,9.99867
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,11.0,11.0,12.0,-0.23966108,9.682052
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,12.0,12.0,13.0,0.4226689,11.233835
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,13.0,13.0,14.0,3.362916,13.192909
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,14.0,14.0,15.0,3.3395267,16.42068
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,15.0,15.0,16.0,0.8072206,11.321788
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,16.0,16.0,17.0,-0.051736988,9.828929
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,17.0,17.0,18.0,3.5891864,15.640748
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,18.0,18.0,19.0,2.9720304,12.924725
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,19.0,19.0,20.0,1.1969568,11.818208
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,20.0,20.0,21.0,1.1145102,12.6138315
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,21.0,21.0,22.0,3.6232586,15.4468975
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,22.0,22.0,23.0,0.92780507,11.611482
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,23.0,23.0,24.0,1.1570873,12.620315
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,24.0,24.0,25.0,0.054760758,10.209031
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,25.0,25.0,26.0,1.3752264,12.598159
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,26.0,26.0,27.0,1.2522043,12.617361
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,27.0,27.0,28.0,3.598845,15.870224
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,28.0,28.0,29.0,3.295281,13.186623
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,29.0,29.0,30.0,0.82519436,12.290106
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,30.0,30.0,31.0,1.5889322,13.022724
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,31.0,31.0,32.0,1.6751238,11.743867
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,32.0,32.0,33.0,1.6093671,11.578435
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,33.0,33.0,34.0,1.5445411,11.568747
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,34.0,34.0,35.0,0.6768596,11.851858
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,35.0,35.0,36.0,1.1357987,12.830335
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,36.0,36.0,37.0,1.359344,12.913503
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,37.0,37.0,38.0,0.31985036,10.687245
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,38.0,38.0,39.0,1.0159482,12.477706
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,39.0,39.0,40.0,0.16583622,10.322248
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,40.0,40.0,41.0,1.2400587,12.793737
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,41.0,41.0,42.0,0.6067927,11.813835
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,42.0,42.0,43.0,3.4836183,13.479269
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,43.0,43.0,44.0,0.642345,12.093729
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,44.0,44.0,45.0,1.179464,12.641006
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,45.0,45.0,46.0,0.5849309,11.957314
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,46.0,46.0,47.0,0.22528803,10.372077
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,47.0,47.0,48.0,0.38873023,10.933038
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,48.0,48.0,49.0,0.71506715,12.166063
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,49.0,49.0,50.0,0.3906879,11.241887
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,50.0,50.0,51.0,3.4266102,16.142687
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,51.0,51.0,52.0,3.1886346,13.026793
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,52.0,52.0,53.0,0.8158136,12.257684
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,53.0,53.0,54.0,0.93951046,12.578851
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,54.0,54.0,55.0,3.4513457,16.157938
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,55.0,55.0,56.0,3.6399968,15.505613
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,56.0,56.0,57.0,0.95290834,12.431496
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,57.0,57.0,58.0,1.3433616,12.806568
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,58.0,58.0,59.0,1.499282,12.206524
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,59.0,59.0,60.0,0.33466175,10.544015
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,60.0,60.0,61.0,0.4793003,11.416404
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,61.0,61.0,62.0,0.43512735,11.24975
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,62.0,62.0,63.0,3.2671964,13.10265
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,63.0,63.0,64.0,3.5558817,13.512587
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,64.0,64.0,65.0,0.72375906,12.128644
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,65.0,65.0,66.0,1.2926544,12.49768
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,66.0,66.0,67.0,1.1565217,12.644103
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,67.0,67.0,68.0,3.3801436,13.229016
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,68.0,68.0,69.0,11.316805,8.055607
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,69.0,69.0,70.0,1.2345043,12.349822
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,70.0,70.0,71.0,1.3894916,12.214494
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,71.0,71.0,72.0,3.6443386,15.564596
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,72.0,72.0,73.0,3.4192812,13.372982
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,73.0,73.0,74.0,1.0795803,12.077166
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,74.0,74.0,75.0,0.79633313,11.9973345
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,75.0,75.0,76.0,1.6886095,11.673806
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,76.0,76.0,77.0,3.48226,13.46559
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,77.0,77.0,78.0,3.5289135,13.564055
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,78.0,78.0,79.0,0.5670241,11.968526
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,79.0,79.0,80.0,1.5322044,12.139233
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,80.0,80.0,81.0,3.334002,13.232982
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,81.0,81.0,82.0,0.37439817,10.82285
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,82.0,82.0,83.0,3.3148923,13.140812
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,83.0,83.0,84.0,0.5488671,11.399484
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,84.0,84.0,85.0,1.5346935,12.228289
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,85.0,85.0,86.0,3.3370306,16.090105
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,86.0,86.0,87.0,3.3526616,13.205056
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,87.0,87.0,88.0,1.239915,12.517008
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,88.0,88.0,89.0,1.0951751,12.076981
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,89.0,89.0,90.0,0.6663735,11.7621565
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,90.0,90.0,91.0,0.85355014,11.819366
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,91.0,91.0,92.0,1.7858474,11.821665
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,92.0,92.0,93.0,1.7135116,11.621306
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,93.0,93.0,94.0,1.7162149,11.636502
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,94.0,94.0,95.0,0.30966887,10.479311
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,95.0,95.0,96.0,1.2773433,12.937509
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,96.0,96.0,97.0,1.0351572,11.868535
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,97.0,97.0,98.0,0.3781379,10.523634
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,98.0,98.0,99.0,0.2123953,10.361098
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,99.0,99.0,100.0,0.49710205,11.148941
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,100.0,100.0,101.0,1.0423554,11.813623
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,101.0,101.0,102.0,0.27221847,10.42767
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,102.0,102.0,103.0,-0.22759598,9.664917
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,103.0,103.0,104.0,-0.21396552,9.7092705
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,104.0,104.0,105.0,0.06497797,10.118686
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,105.0,105.0,106.0,-0.24810632,9.66665
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,106.0,106.0,107.0,-0.2951526,9.620198
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,107.0,107.0,108.0,-0.14931993,9.717443
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,108.0,108.0,109.0,-0.1806453,9.710605
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,109.0,109.0,110.0,3.42028,13.249889
dummyuser2,706058__lonerdroner__birds-chatting.mp4,1.0,110.0,110.0,111.0,-0.15113351,9.671524
admin,2024-11-21-13-42-10.mp4,0.0,0.0,0.0,1.0,-1.0936188,10.8855
admin,2024-11-21-13-42-10.mp4,0.0,1.0,1.0,2.0,3.0120494,16.389883
admin,2024-11-21-13-42-10.mp4,0.0,2.0,2.0,3.0,-1.0069252,10.751073
admin,2024-11-21-13-42-10.mp4,0.0,3.0,3.0,4.0,-0.41500396,9.965315
admin,2024-11-21-13-42-10.mp4,0.0,4.0,4.0,5.0,-0.6322095,10.420502
admin,2024-11-21-13-45-50.mp4,-1.0,0.0,0.0,1.0,-1.1127884,10.882182
admin,2024-11-21-13-45-50.mp4,-1.0,1.0,1.0,2.0,-1.0282658,10.774065
admin,2024-11-21-13-45-50.mp4,-1.0,2.0,2.0,3.0,-0.9712278,10.716652
admin,2024-11-21-13-45-50.mp4,-1.0,3.0,3.0,4.0,3.0909145,16.473093
admin,2024-11-21-13-45-50.mp4,-1.0,4.0,4.0,5.0,-0.85536075,10.622203
admin,2024-11-21-13-45-50.mp4,-1.0,5.0,5.0,6.0,3.1227546,16.414825
admin,2024-11-21-13-45-50.mp4,-1.0,6.0,6.0,7.0,-0.35099474,10.188155
admin,2024-11-21-13-45-50.mp4,-1.0,7.0,7.0,8.0,-1.0351067,10.784536
admin,2024-11-21-13-45-50.mp4,-1.0,8.0,8.0,9.0,-1.0578493,10.813965
