segment_index,start_time_sec,end_time_sec,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20
10,5.0,5.5,81.33353533250808,149.7046961247616,-28.2109002679032,21.494299686780515,-37.300088207159675,2.9600466877872353,-3.0648230117700734,13.598139718573961,-14.740475520083269,0.3738255860943848,-13.880209220291785,-7.840137328861384,-3.1646068983423525,15.487662443648214,1.9784487117036178,0.8063637712970451,-1.582791604321145,0.7551561184871981,-2.289993195147934,0.8783474304772693,-1.237369253893897,-0.44135913628379814,-0.74868200051538,2.1257319263583816,1.9727687709144437,-0.4149338574423987,-1.2806934023715815,0.2786639604520044,3.351350980136451,0.8737177679359445,1.665738710221689,-0.19375691515664434,-0.5015862294459763,1.3369466636337592,-1.4667410097421139,-1.5855112057270053,-0.986237057429838,-0.3042507551163278,-0.29335763472137344,-0.35185675464446997,-6.247878275251286,1.790712426540218,-0.17758513916929228,-1.4575508898925387,1.9922306730614918,2.2106412394484587,-1.2819248890076955,-0.7496892263535364,0.1286257382902887,-0.5257879141189405,1.3817815099918251,1.4704783435883566,-0.2428284087636528,-2.25448556425998,-0.3389511679910706,-0.06060001319664094,-0.521370153601404,0.12963057017912114,0.27756173873129425,-0.04188817759942389
11,5.5,6.0,115.67282307544029,123.92481251918431,-7.838226262285238,9.262758005159185,-13.328961613750243,0.6821164117984009,-25.74735506180662,4.71578910041589,-12.752190203971654,-4.150021187827855,-5.1466952963181765,6.959484624043908,-6.62189323655457,14.562287932479705,-7.027065361169837,-0.6974109701400207,-12.464358332838572,8.261655007360602,0.43259998376895253,1.9734940647470005,-12.35848524940963,4.795335586441835,-1.2658133611545621,0.7469802268134073,3.0014076171033235,2.085031590204486,-1.7190223631516268,-0.9730172956049739,1.5307443486226593,0.12618305150883555,3.9381365611131685,1.804932403988872,0.1535923750576517,-2.3635796266565645,-0.6427814433511548,-1.725830822813726,-1.6698469430159564,-0.5379843631757336,0.9154620144483351,1.136992486587679,-5.816846196929144,1.0790048840343753,-0.7504645183019037,-1.164486980574528,0.3497525798118167,2.5076168950108433,0.33659634972698393,-0.5739106063430425,-1.0246026085234128,-0.07872438332476227,0.20632871866936695,0.5332088800213984,0.009084845703727754,-1.9520497425746812,0.35228332642435933,0.4631080891915836,0.47883590692322303,-0.15395989184184453,0.029809550763840325,-0.03366600709625832
12,6.0,6.5,67.06681824394485,150.62487224029766,-13.117707882369391,6.449344130600714,-24.14981186089745,-2.3124606239036707,-34.44731747103428,10.372582899687053,2.300632434176131,3.8905006409930887,-10.263703432070297,5.544964212470473,-2.9363983208886957,14.504610799557556,-0.6306338394783126,1.0135420125112042,-12.952156182534402,-6.038546185079671,-8.992404054316928,-2.9066176532291195,-9.599318859509925,2.378326055466448,-0.39512912192090816,-2.0556891305559426,3.852392880527916,5.138243485501255,-2.283960051465661,-2.371458420089809,-1.5479069104767356,-1.5532873622356507,3.0281778078459265,3.1326836130764293,-0.7149565890935276,-5.303629341816199,-1.0513070427497604,-0.05399295484326122,-0.7923148597533313,0.2698803952043779,0.21707883348216656,-1.0463427915830539,0.5366169938202576,-0.27770479368644463,-0.8384470960362636,-0.6237888968564519,-0.5430487770480249,0.49612868654110615,0.9341021230794141,-0.12461027595893158,-1.4645460413228044,-0.13901346459855857,-0.27427343125710213,0.020938276725374814,0.41575354551087956,-0.29469219294042337,0.6454467659093834,0.28699842952455656,0.35187295851599765,0.11648896191076635,-0.0321359405736621,0.3893092784515302
13,6.5,7.0,51.022624992533615,144.6160007519007,-19.0100437744962,11.117500790148899,-18.731019480431,19.87235226484063,-17.522276347134635,8.037217376298075,-10.911861896359094,1.234430164735271,-0.5745727336520768,5.014300051892066,-4.834344876504517,0.7462731463923277,-3.098646654623221,-0.8830323139503267,-7.037258243379327,0.9796705966631386,-0.7399276712090352,2.0645776144911565,-11.015474204742992,0.7777163737176768,-4.442209136908146,0.7100037960791578,0.25397037142378737,5.262272959456462,2.7270254082902015,-0.9898038528339776,-2.000665468243552,1.1753572874137082,1.2899943068446282,0.3274384338156759,0.39388997698807904,-3.1744263652720615,0.8458506986770391,0.05805867133570552,1.5077361755069385,-0.5763765612294356,-0.07542535388378838,0.05872237345515126,5.093759812163806,-0.025952027467450314,-1.0797289169940696,-0.0698615973467021,-1.146577198370364,-1.7998984423054396,0.6123647673469035,0.42017791300775126,-0.2522303185986573,0.28285876165008594,-1.0765168520968484,-0.58343191991925,0.46211069159138385,1.2121403178992092,0.5615631174646395,0.4172943782017131,0.35895927301637137,-0.33867615064965756,-0.6582487833676753,0.31438720084639277
14,7.0,7.5,65.66204007641183,151.25073228573564,-24.600637121402258,10.28848264150595,-15.33709487117973,19.056146188772384,-18.597162626434365,0.08013348018383443,-23.400174226273222,-10.084836901365426,-1.0253814623952127,8.795873022596673,-7.633164023835015,-4.122476872389079,-5.242295855318488,0.6292096689858921,-8.257915947817422,5.745550299857818,-0.6183352002481088,-4.398908302310074,0.77421019287407,0.1789265016460588,-3.352719592819903,-0.9747243425567517,0.6312435085140893,0.4770888906371426,1.166793327304572,-0.33599414072815126,-2.2056743180444616,-0.34593667300928427,1.6184426810704495,0.6496814535568277,1.4570326971432066,0.2689090682393916,1.0161767487907045,-1.0424638051789392,-0.8156638241112982,0.29739015346435455,0.04140634657637792,2.1338246941794434,4.00840863778448,1.4142873541368544,-0.7917638360018139,0.4951641569534146,-0.697027829252805,-2.7649681174565477,-0.03239964562529179,0.6560294268516108,1.1227141746986253,0.8625502374246554,-0.6010760114272666,-0.5458440170027836,0.5557022247695053,1.4332580662249947,0.49180441928765783,0.31225502881227424,-0.06166920147900258,-0.5773187461645555,-0.32770745316375066,0.6238615709596322
15,7.5,8.0,61.29784113549188,127.50046436505372,-24.307807327309522,10.893207730102354,-16.46546825149017,16.309177802742667,-20.03730544265558,4.9129945459976145,-9.905114214964733,8.71443402041994,-3.315884746932581,6.971222388059187,-2.304060500141016,8.003699942092725,-0.4919808598645554,-0.21495144169883734,-7.272797572662375,-0.5122760412553191,-4.1315612126843995,3.013251256563234,7.923549285217383,5.765275226014778,-5.185662710675409,-0.1428101539196984,-1.1209036887415804,-4.5838833238906505,-0.3825752158022276,0.11014012975295226,0.5984764594132364,0.9368015151460815,-0.7395801359833313,0.1292738841524243,1.3781511898962024,0.9108527578116821,1.1312922482018086,0.8548764933626772,0.13662390424488283,-2.245119995554009,-2.287945658937145,1.1188447479383934,1.3199035868966154,1.870521106507536,0.8790501512093403,0.06287312455672299,0.27528199137699316,-1.648891599902829,-0.722232936355709,0.3377589436087801,0.8817946208221005,0.06399393257113987,-0.09624835373111618,0.2243796268921428,-0.0950127192737551,0.00608935298775038,-0.1776333297853908,0.43390983364119007,-0.14226443416658582,-0.16883318874638586,0.1939266084024948,-0.2903009136536464
16,8.0,8.5,65.80026113683607,160.07727294195146,-27.232424070062237,1.6878689478402318,-22.126369932797424,1.8545710603310228,-27.355836286750954,10.254723611196528,-9.23111299674335,-1.5791846518956671,-0.8008340200778019,7.81491031217105,3.0836229766455823,12.220442742904314,3.1469170070958734,-4.532817449509233,-16.912705638449367,-3.8056220987986698,-7.089555550697357,7.288168996632052,0.9732125844322724,6.9559834000021645,-3.9822215150463443,0.8465386292105567,1.0546907643465766,-3.763518960107918,-0.8911579675459051,0.3587167228747786,2.7660929991879923,2.8787417110214366,1.0375849721235753,0.5025458028941387,1.5714239282999356,-0.179978572233102,1.2649942789261424,1.1088732782046231,-0.41510473151731625,-1.7823416184561114,-0.3151982798099075,1.5429038759734846,-3.08032591447186,-0.5783345198979519,2.2218906263437166,0.36712118188351084,0.0795519421133659,0.9030769443975585,0.1377811278413899,0.15917108642124353,0.7367969209139378,0.2554680731153995,-0.4148762749415462,0.07766528015874873,-0.9776303918631142,-0.6436181384581323,-0.5276687486798858,0.4360590543329479,0.8523042865872812,0.30576575960366875,0.7101727470024317,-0.8533683923843121
17,8.5,9.0,90.57126088840839,169.02910655386668,-43.62246385354324,14.703756867383268,-20.940900393330054,5.553723209608072,-15.055815595987479,3.5006229595564893,-15.00401021405785,1.665611615730797,-4.384747134727436,6.151150827866999,-3.3019824272638076,-2.870922872195961,-1.6367918448213619,5.972363712110619,-2.0267438768389407,-5.470343181778654,-8.94404579067013,1.815262704712057,-4.515457466039019,6.741793457077298,0.26779258025177266,0.11373793297911843,1.4186567003925086,-0.8618811146851479,0.14483637393689744,0.35163543340845704,-0.07757602274927897,-0.11701224174595311,1.0991813926624847,1.5229043936077338,-0.13836923495906062,-2.9195357800970627,-0.16672471531763325,1.1519392978498735,0.5961344583770188,-0.38067661900113153,1.0725100013218276,-1.0973217857101005,-5.298640865008015,-3.6667654186869396,3.5891939012975143,0.1747541542278528,0.3417511042946605,2.5552921604214713,0.6438259179674597,0.3613960429244372,0.16232102674876997,-0.18424738752397177,-0.3312176899629878,-0.28006494294527257,-1.1583848613880838,0.08383838507829557,-0.6733387545832591,-0.5231483143990143,0.46253532929888147,0.9553683200040004,0.9673570730377892,-0.6464029329939588
18,9.0,9.5,55.891393122114934,165.26632819133997,-34.85441643351711,12.615901218918275,-7.825924978526908,5.616278684800104,-25.54369738749794,2.5799028877782897,-7.020261230786712,7.833282856086319,4.696974592120087,11.71863781716346,0.7229165812260532,0.4149416735897543,1.6550810317906235,3.079918483104276,-12.95646645331572,-0.6871242221610652,0.21191568969521923,3.9146053534829326,-8.40791600385702,-3.201005213374959,5.03000589343508,0.732607523411393,-0.2407769754861261,3.1314725080221804,1.5919931716419586,0.33911363955031354,1.8163365276064836,1.4583105710137299,-1.3753194579601886,0.3411925996229164,-2.6728590497447295,-1.0339873550968954,-0.9731585128490018,0.9893000642422011,3.216102331759037,0.8939972632062587,1.9120422514590478,-1.0249340009178673,-2.1453727060402352,-4.161870062311502,2.692421476364136,0.3444741483978809,-0.11499443507949543,2.3140512360895182,0.9525300679779792,0.4160733977842442,-0.52332099756342,-0.6603347144642057,-0.9453216399133977,-0.8726470732262303,-0.8593111612316064,0.7388174290067843,-0.549393374005142,-0.47369314441176674,0.5528013068810262,0.6446927841590107,-0.07958505081649407,-0.5285669585585976
19,9.5,10.0,43.67498781265737,158.61490402574594,-19.157848244323226,5.997881259458925,-16.52240722666289,10.118918417082389,-20.2191930225976,10.508582074749018,-11.398420211689448,3.4231390576991823,-0.5688820897191063,12.633880603601646,-1.8155534772265542,-0.6912284237352974,-0.5796864488000963,1.7383770812437727,-6.270244873344106,-3.9749080745797785,-2.419746826271554,-0.7865758504127052,-13.879090745678026,-7.490057560731344,8.25419309157144,0.7879261701191469,1.2355857026480725,4.745081744151649,1.5949788044411368,1.92692188603737,1.8849598289478402,0.7257801475300766,-1.1892163707563872,-1.1903742289383263,-2.291631628021881,1.7570490746350562,-1.1163251288269125,-1.7010784716511822,0.6336970191011122,1.1935521636348059,1.4352194406173198,-0.8292509785857224,2.2429802716544995,-2.8414533100415773,0.2053087810899436,0.8186599121450687,0.10284712079383165,0.6886103277904861,0.18723835925826013,0.2893198026772848,-0.5579059507825822,-0.35218371295974793,-0.41697094613266283,-0.7368438465300174,0.5089179347046535,0.9677162218577601,-0.22544796019935337,-0.3819137891056539,-0.38533277393190485,0.290648591659786,-0.5972787434584046,0.29093606112380777
20,10.0,10.5,47.208817655426515,149.27934813913706,-14.31470240749686,9.703844368859366,-25.539501393561636,15.229335996704755,-16.814181715236106,8.44631225135183,-1.9522253598951398,4.833604482188785,-9.585363832382907,6.279508422418308,-11.023886747096684,5.960658743189509,-2.247428255159766,2.5306761871351933,1.2895565185983873,-0.08335333636681673,-0.7914937756014109,3.4644182696051,-5.071834305949395,-6.7374414026510125,5.486685611114496,2.231815252629946,0.5712540878213178,5.0032557909212665,3.146421157091869,1.6514404854815419,-0.8317799144776651,-0.8443280559376042,-2.544824345733974,-2.50405025196398,-1.648500681326684,1.1758161454347575,-1.007172384344926,0.16691644089631857,2.3301205225257666,0.6540079110209709,-0.8944782535401236,-1.2339663203816913,5.894431113029463,0.6481358226253152,-1.4980259450406024,0.12902626651530028,-0.15835233673430965,-1.5168488833216112,-0.9775145338559857,0.01197796788890828,-1.1082406371723665,-0.4545335842969803,0.7342706423354991,0.4625169855717303,1.899479256713326,0.32174766390627046,0.06873931567713625,-0.2230803628070261,-1.3926532189247958,-0.3004919227025803,-0.6170066492708186,0.5120612140101211
21,10.5,11.0,25.51709489336251,139.57230877631144,-12.621355408696193,20.099416143008455,-5.906183672572332,24.472603274413977,-11.445679409912717,10.202027707956564,-8.113229004764442,6.794351540329945,-3.189659776257872,2.918844380547948,-8.886738903211835,3.141463966179438,-5.267162845480726,-2.2584074981607456,-5.981270267290435,0.1955321934982477,-1.2662438549352202,-2.1058986462776357,5.031403043279656,-5.697254998492554,1.0659966268617822,3.4574336290951835,1.5268767727079446,1.6452788828177378,0.30381417750324247,1.142071023829266,-1.5430475556201135,-0.7266114930690248,-0.40092089411393544,-0.7386934132489028,1.8940412543551823,0.8141435789259082,-1.2769575805664373,-0.34643783600545347,-0.887538506665869,1.1925610153904418,-0.5106234634706078,0.46187467964084933,7.191420862431493,3.0806803167064905,-1.8449850369140421,-1.1091029340730383,-1.4746417328290102,-2.857761769800333,-1.5115364715849013,-0.1562363239243703,-0.22202100037187317,-0.025881647146490275,0.6127932207284422,1.0130887438240397,1.327016414562791,-0.3484309228850565,0.4340305454749521,0.36925892899127294,-0.8129856419335835,-0.3754707228955698,-0.23967814557342298,0.6341854082516509
22,11.0,11.5,39.61116805201541,141.10041880280218,-10.68923479575816,16.724210040293233,-10.2777663164656,23.455715210740628,-14.198348408381047,10.990382498582221,-12.821756406637538,1.9260363350829195,-6.716758293280392,4.055904668870418,-3.983994112414723,4.377676205806171,-1.0370426915936886,5.912892977288127,-1.450351143713728,0.497695198904774,-4.837227063673563,-1.5955648504930537,11.608992666811439,-0.8567273813677807,1.1339744005869015,0.042985126499875854,-1.17818419418761,-2.902870477918914,-2.6499971841690195,0.791428910098907,-2.010862965971369,-0.08816153017161994,1.901886015396079,2.427937119636855,4.731700792633364,1.04620371228903,-0.5491457085935584,-0.8034220676157933,-2.9865459999814474,-0.6079667761844598,-0.20006954285107992,0.8898092400194502,2.3919965419505784,2.351226487872395,-0.7967682220322222,-1.4941431856818208,-1.0181892086606499,-1.9623796635702389,-0.9231269434733135,-0.1680280291544023,0.7873204441889653,0.5857473355157131,0.5921072155933264,0.6904316147341005,-0.05144313470491485,-0.2786392864974702,0.5551855388082375,0.12011883747132757,-0.39816524706722173,-0.2436433167229991,0.355882339544737,0.42009966662624953
